,business_id,cool,date,funny,review_id,stars,text,useful,user_id
42,awgoBwuhzlLGKEIverTGjQ,0,2017-01-21,0.0,5bWN_IN8MQGjJ6_ZIXffDw,5.0,Best location ever! I love love love the manager Jess. She's super great and always helpful. She always helps me find what I'm looking for and has the best suggestions for gifts. I will drive the half hour out of the way to go to this location!,0.0,yyPHK6khPa4-ErV9U32x3A
43,vsFFbN71ehRCp46KeR5RdQ,0,2016-11-06,0.0,OyFVGLDZ52Hl8BviXszNrw,5.0,"Fab.U.Lous. Best scrambles eggs. Fluffy and tasty. Servings so large teenage athletes had leftovers. Been to Scrambled, US Egg, and we all vote Butterfields. The orange juice is absolutely delicious. Everyone was so nice despite the packed place, and they were fast too. Try it, they won't disappointed.",0.0,0pf5VuzE4_1pwj5NJHG5TQ
44,yGZtG3KpoXyvF6gUC0FExQ,0,2016-03-16,0.0,U0o92C-o3neVTcE7nSeoeA,2.0,"Easy access to the store with ample parking. If you want to be offered services you don't need, and given incorrect promo info, with no assistance on purchas products, this is THE place.

Came here with my son to pick up an online order and to have him look at phones. I got my phone and that was that, no offer to help set it up or tell me about cool features, I had to ask. I could sense the reluctance but my phone was set up, then strong push for Direct TV and a home alarm.

No acknowledgement of my son who was looking at phones, whom I asked (in front of the agent) if he found something (he did). Still no acknowledgement, so we left. Will probably get it online or find a store more willing to help. 

I miss the store inside PV mall. They were a 6 out of 5. Sad they closed.",1.0,0pf5VuzE4_1pwj5NJHG5TQ
45,Jj8ubiwwuCR-rrhrrjcryw,0,2016-08-14,0.0,3zNW-BK3YlJnGBdCxpE46g,2.0,"Been here 3x and no beef #45, will stop coming; what's the point if it's always out. Take it off the menu since it's never available. Portions getting smaller, prices going up. And the table that came after us got to order first.",0.0,0pf5VuzE4_1pwj5NJHG5TQ
46,ERCZtj8qxNxfXJrdXPdEsw,0,2016-04-29,2.0,ml9QmqSdQllqSO78RteQfA,1.0,"In case my email didn't work, still giving a 1.  I tried calling but customer service hours from 9-6 M--F.  I'm not the kind of person who spends my work hours on personal phone calls.  Email/msg me the info you need and I can send it over.  I still have a copy of my receipt and should not be jumping through a multitude of hoops for something like this (non error) on my part.",0.0,0pf5VuzE4_1pwj5NJHG5TQ
47,YTbKmjGTdn4YzoJXTC1u7g,0,2016-03-16,0.0,7Tai8P6zdnhk7NgcXxM79w,3.0,"Nice place, games for younger kids, bar like feel for adults, missing the mark for teens; we tried hot dogs, burgers, sample platter, a little on the salty side, but otherwise OK.

Come early to avoid crowds/lines.",1.0,0pf5VuzE4_1pwj5NJHG5TQ
48,CtI7MMRF-arzGJxA1nJccQ,0,2016-06-18,0.0,_03MY3VpWImsHHmDdll0Mw,4.0,"Despite the long drive thru line, they were really great. Happy to be there and helpful. Super efficient too.  Keep up the positive attitude!  I can see why people come over and wait patiently.",0.0,0pf5VuzE4_1pwj5NJHG5TQ
49,F9cXFXk60E2sz_YTSCFp_Q,0,2016-06-18,0.0,tVUDpVAL1eb9BxUwRgJzyA,3.0,"Drive thru: I guess it's opposite day at the drive thru.  Apparently a 'no, thank you' to 'do you want some ketchup' means 17 (I counted) ackets of ketchup for 1 order of fries. Less a star because I'm not a fan of people being wasteful. I know it's just a little thing, but it irks me.",0.0,0pf5VuzE4_1pwj5NJHG5TQ
50,OX0T9dWI8b7meu-ljTo22A,0,2016-05-01,0.0,oz66Z8p9Etq0WbcZVCmm7w,5.0,"Friendliest staff, no matter how swamped they are. Always smiling and gracious. Garlic parm and lemon pepper wings. Mmmmmmmm.

Love the simplicity of the place and the trinkets all over the walls, always discover something new.",0.0,0pf5VuzE4_1pwj5NJHG5TQ
51,px0VdZdyTaclveb1LfV6rA,0,2016-07-09,0.0,-b9UM6rX9AVj3SvshFdmiw,5.0,"Prefer the Harkins Theatres over AMC. Camelview for loungers, Tempe Marketplace to people and movie watch, Scottsdale for larger screens, and Shea when I'm feeling nostalgic.

It's very clean, someone is always cleaning or just finished cleaning the rest rooms. No popcorn droppings in the lobby, on the counters or condiment station. Always friendly, smiling faces ready to clean the auditorium after the movie.

The auditoriums don't have stadium seating but there's  and incline and easy to see the screen, chairs are comfortable but not as large as the newer chairs. There's a LOT of leg room. This is where we go when we want to watch a movie and 'travel' back in time to visit a movie theater very similar to the one we went to growing up.",0.0,0pf5VuzE4_1pwj5NJHG5TQ
52,e9UsRb-fmza5ukU8Ftduew,1,2016-07-02,1.0,w78rEDYoPU_PVklmfBsOWA,2.0,"Overall rating: 2.5 for a 4:30 weekday visit (no one at the bar and 4 tables, including us - mostly parties of 2, like us).

I've decided to count, from entering an establishment to the time our party is spotted to the time we are acknowledged or helped (no, I don't  speed count). This visit, it was 5 before we were spotted and 82 before a hostess came to seat us.

Place was clean, server prompt, nice. Salmon was dry, overcooked. Walnut and tempura shrimp were good but warm/cool, not hot. Liked the tofu and veggies. Fried prawns were tasty. Crab legs? Crab legs, nothing spectacular. The fried rice? Hardened, couldn't pay me to eat it. All the meat dishes, with the exception of almost well done prime rib (not happy that there was no one at the carving station to cut or anyone to call and ask) had an after taste of cough medicine - so did the tapioca, but cake was ok.

Also almost got run over by the hostess while on my way to get food, she was rushing toward the empty side of the restaurant. My response? Smile, and an 'oh, sorry excuse me.' Hers a raised eyebrow that became a frown and a parting huff. Wanna pay over $20 for that plus tax and tip? Go for it lol, I'll pass.",1.0,0pf5VuzE4_1pwj5NJHG5TQ
53,nUaLFTfUqVKMFQonsWBnag,0,2016-06-11,0.0,RVO0dQJvBv33qNU1HBtBbw,4.0,"4 because there's this one cashier who, each time rang our purchases up (different weeks) always looked like a mix of anger and unhappiness for customers im general.

Store is clean, but I gotta say...having clothes for sale...somehow... I no longer wanna call it 'fancy frys' it now seems more like...'wannabe walmart.' 

Almost down to a 3 thanks to that, BUT the pharmacy staff....AweSOME! Super courteous and helpful, really great empathy toward each customer. Not an easy task but they are shining stars in my book.",1.0,0pf5VuzE4_1pwj5NJHG5TQ
54,-YR7K3rw6VAQ1-MjslvsoQ,0,2016-06-18,0.0,AxxtdHRnNQMFruSwUDc5jg,3.0,"2.5 stars. We've come here several times over the past few years and management is always different. This review is for   current management, supposedly 'original' management. 

I like that we no longer have to order and pay at the counter. We usually order calamari or calamari salad, katsu don.  This time the calamari was crispy but bland, the dipping sauce - no, thank you: tasted like mix of wasabi, tartar, and soap. Soy sauce saved the calamari.

Katsu don was super delicious and fresh. I was starving, finished mine and then went into a food coma. 

Staff was pleasant but the lower score is because: the place wasn't super busy (3 other tables, small parties 2-3 per table), and yet when we got there, our table was dirty - wiped away grease streak, 2 pcs of food laying on the table.

This place is closer to me than Tokyo Express...so I guess we'll come back.",0.0,0pf5VuzE4_1pwj5NJHG5TQ
55,1VKjDpPJdVoiRc8I9f7U9g,0,2016-06-11,0.0,eqZvEzaSd_JtWe3oiamjxA,2.0,"Meh. 6 skinny mozzarella sticks for $7. It's an appetizer for and 1 adult and 1 toddler. Wish we just went to Costco to get a whole bag, but my teens were h-anger-y ;) 

Wednesday wings, glad they still have it. Stick with the original. I wouldn't recommend their wing sauce; their garlic parm is nothing compared to Long Wongs or Buffalo Wild Wings.

Fries were bland. The staff...they seemed ""nice"" but...off... 2-3x our server and this dude walked by said ""how's everything going/tasting"" and they kept walking without stopping or even really lookong at our table because each time that happened, one person in our party had an empty drink. They were just going through the smiles and verbal motions without actually...serving.

Would I go back to Hooters? Yes. This one? Neeeevvvaaahhhhhhh, go DOWNTOWN, not here.",1.0,0pf5VuzE4_1pwj5NJHG5TQ
56,6D4L8YpkhAh_YwaLmhoMNg,0,2016-07-30,0.0,oPCIErB6vr6cwWOrG9pQhQ,3.0,"Happy to be seated promptly on a Friday evening.  5 stars to Deb our waitress who was so pleasant, never let our drinks get low, and so quick to answer our questions.

My princess enjoyed her mac n cheese, the fettuccine was creamy, trio was huge, calamari = tasty. Spaghetti, meatballs and pomodoro were divine.

So why not a perfect rating? While we lucked out with Deb, I'm just not sure how others fared with the people helping them. Usually when we walk into or out of a restaurant, staff smile and say hi, say, ""welcome to..."" or acknowledge patrons in some way shape or form. Yesterday, all 4 of us were greeted with blank stares (again, except Deb).",1.0,0pf5VuzE4_1pwj5NJHG5TQ
57,7m1Oa1VYV98UUuo_6i0EZg,0,2016-05-22,1.0,iJmz50_PKFNydHNK9uV86g,5.0,"Deeeeeeeeeeellllliiiissssshhhhhh!  More than a pleasant surprise, it's a super tasty delight. I expected yummy food and well, this was.....*sigh*.... ahhhhhhhhhhhh.

Regular fries were seasoned so well, burgers juicy, each item we tried had it's own flavor but blended really well together. Fresno chicken tacos....zing creeps up on you, paired with the sweetness of the carnival corn....more aaaahhhhhhs.

And the french toast fries.....OMG so good! Stop reading this and go there already (bring your friends and order different things so you can try it all).",0.0,0pf5VuzE4_1pwj5NJHG5TQ
58,SVMR0kRmdd-bbSNTTECJBA,0,2016-03-06,1.0,oyhOp2Eu7A9rsnmoV0VFgA,5.0,"Been coming here for years, always delicious food, served super fast, no matter how busy.

Service is excellent! Looking for real asian food? Head out to what my family calls, ""Super D.""

Pan fried noodles, salt and pepper pork chop are our faves.",0.0,0pf5VuzE4_1pwj5NJHG5TQ
59,QVYyTgJFz7lcMv31ZmghGg,0,2016-06-09,0.0,EbfUnzwP3slrrjUpQbwVkQ,3.0,"More reasonably priced items here. Decent quality products. Good sales. Coupons are a bit confusing. Quite a few of them, but be sure to read the fine print otherwise you may be disappointed when you get to the store. My issue is that I called with the coupon on hand with a question thrying to clarify the exclusions but even the staff could not explain it to me. I do expect more from those who work there.",0.0,0pf5VuzE4_1pwj5NJHG5TQ
